config_id,P_ij,B_ij,P_status_ij,Dbar_plus_ij,revenue_share_mean,stale_block_rate_mean,n_rounds,n_success,n_status_success,system_config_id,validator_count,node_degree,bandwidth,block_creation_interval,max_block_size,attacker_config_id,attack_strategy,attacker_hash_power,tie_breaking_parameter
105010,0.41,1.829268292682927,0.635,2.0078740157480315,0.3695595238095237,0.005467499999999998,200,82,127,1051,423,3,5.0,956458,1985502,10,selfish,0.4737946714611262,0.5224738795684104
105258,0.32,2.015625,0.485,2.0,0.2730039682539682,0.004738490814740814,200,64,97,1053,423,3,10.2,956458,1985502,58,selfish,0.3409275648695138,0.932574439505853
105328,0.365,1.821917808219178,0.62,2.0,0.33274801587301595,0.005308203781512605,200,73,124,1054,423,3,14.6,956458,1985502,28,selfish,0.4304538627565802,0.2618674911675315
105689,0.19,1.8157894736842106,0.335,2.0,0.10643985154279272,0.0036179079630635196,200,38,67,1057,423,3,42.7,956458,1985502,89,selfish,0.2129379249701362,0.6944582199785999
104739,0.365,1.643835616438356,0.64,2.0,0.34954365079365085,0.005471150793650792,200,73,128,1048,900,6,61.0,1105037,4657678,39,selfish,0.4790241755215713,0.6177321915239017
104638,0.325,2.0615384615384613,0.455,2.0,0.26127579365079373,0.004716791125541126,200,65,91,1047,900,6,42.7,1105037,4657678,38,selfish,0.3509947337216052,0.8424701912520188
10657,0.17,1.7647058823529411,0.27,2.0,0.10606308887191242,0.004387941029558674,200,34,54,107,104,4,42.7,637257,4082743,57,selfish,0.2281547978409189,0.2464978385902064
106061,0.26,1.6923076923076923,0.385,2.0,0.19996266233766233,0.004795764790764789,200,52,77,1061,869,3,5.0,1071557,2325030,61,selfish,0.3070497535774244,0.9179940122389904
106394,0.265,1.6415094339622642,0.425,2.0,0.19676082251082247,0.004262866161616163,200,53,85,1064,869,3,14.6,1071557,2325030,94,selfish,0.2857700497959219,0.1163714164083326
106401,0.355,2.0,0.585,2.0085470085470085,0.2911271645021644,0.004772801781551781,200,71,117,1065,869,3,20.9,1071557,2325030,1,selfish,0.3857676334163057,0.2047082508361712
106907,0.42,1.8333333333333333,0.6,2.0083333333333333,0.3680555555555555,0.005730961399711401,200,84,120,1070,869,3,125.0,1071557,2325030,7,selfish,0.4657787213448116,0.0151426399118454
107403,0.33,1.7424242424242424,0.58,2.0,0.2985519480519481,0.0051085515873015895,200,66,116,1075,914,7,20.9,459582,798328,3,selfish,0.405342196225377,0.1209354681890304
107299,0.285,1.6666666666666667,0.49,2.0,0.1981144957983193,0.004422504668534081,200,57,98,1073,914,7,10.2,459582,798328,99,selfish,0.3227365905845993,0.0746241892293311
107569,0.15,1.7333333333333334,0.265,2.0,0.10206654456654457,0.0031137569059244267,200,30,53,1076,914,7,29.9,459582,798328,69,selfish,0.2070972729458678,0.2979198700199214
107630,0.095,1.6842105263157894,0.195,2.0,0.05600515660809779,0.0034147616096605847,200,19,39,1077,914,7,42.7,459582,798328,30,selfish,0.2039812783100412,0.857228363045134
108044,0.275,1.6545454545454545,0.385,2.0,0.18930952380952376,0.005859702380952379,200,55,77,1081,776,4,5.0,356555,4899302,44,selfish,0.3297294244236074,0.1851245903607699
108200,0.365,2.0547945205479454,0.57,2.0,0.31332738095238094,0.005337539682539679,200,73,114,1082,776,4,7.1,356555,4899302,100,selfish,0.4158727914731683,0.6511808318464773
108340,0.195,1.6923076923076923,0.31,2.0,0.12224603174603177,0.004778031413031413,200,39,62,1084,776,4,14.6,356555,4899302,40,selfish,0.2501126952506121,0.6454895199876196
109168,0.295,1.7457627118644068,0.515,2.0,0.2762584776334776,0.005192604617604615,200,59,103,1092,170,3,7.1,1079442,4649627,68,selfish,0.3706046305857265,0.4761663270697934
109461,0.245,1.8775510204081634,0.42,2.0,0.1761468253968254,0.004827973137973137,200,49,84,1095,170,3,20.9,1079442,4649627,61,selfish,0.3070497535774244,0.9179940122389904
109712,0.295,2.0847457627118646,0.575,2.008695652173913,0.26716666666666666,0.00512660714285714,200,59,115,1098,170,3,61.0,1079442,4649627,12,selfish,0.3985108847427614,0.9637929216712549
107969,0.155,1.6774193548387097,0.255,2.0,0.09236491183395207,0.0033452593983244127,200,31,51,1080,914,7,125.0,459582,798328,69,selfish,0.2070972729458678,0.2979198700199214
109809,0.245,1.8979591836734695,0.325,2.0153846153846153,0.17171584787761254,0.00410764031719914,200,49,65,1099,170,3,87.4,1079442,4649627,9,selfish,0.2331676534838964,0.9471927912224244
108958,0.265,2.0377358490566038,0.455,2.0,0.21665873015873008,0.00449698593073593,200,53,91,1090,776,4,125.0,356555,4899302,58,selfish,0.3409275648695138,0.932574439505853
110014,0.39,1.9487179487179487,0.635,2.0078740157480315,0.33263185425685426,0.0059085588023088,200,78,127,1101,199,6,5.0,330337,6019297,14,selfish,0.4312459512484686,0.5424263205795637
110115,0.24,1.875,0.35,2.0,0.18009126984126983,0.005352739898989897,200,48,70,1102,199,6,7.1,330337,6019297,15,selfish,0.28091147618982,0.9551352008768642
110336,0.29,1.793103448275862,0.54,2.0,0.2515979437229437,0.004804035547785549,200,58,108,1104,199,6,14.6,330337,6019297,36,selfish,0.3461077870164497,0.600169191961039
110261,0.26,1.7884615384615385,0.38,2.0,0.19036111111111112,0.005184441391941392,200,52,76,1103,199,6,10.2,330337,6019297,61,selfish,0.3070497535774244,0.9179940122389904
110802,0.21,1.6904761904761905,0.36,2.0,0.17068253968253969,0.004704895243645241,200,42,72,1109,199,6,87.4,330337,6019297,2,selfish,0.2959114945914544,0.9228509849216918
110511,0.25,1.72,0.48,2.0,0.21455555555555553,0.005249325396825396,200,50,96,1106,199,6,29.9,330337,6019297,11,selfish,0.3777435584279705,0.3053722478730439
110942,0.235,1.8936170212765957,0.37,2.0,0.1731563505938506,0.0041808017880812,200,47,74,1110,199,6,125.0,330337,6019297,42,selfish,0.2544637386172081,0.3417299389831262
112002,0.2,1.675,0.315,2.0,0.14941666666666667,0.005932305194805193,200,40,63,1121,297,4,5.0,510042,7802290,2,selfish,0.2959114945914544,0.9228509849216918
111188,0.425,1.8470588235294119,0.595,2.0,0.37562499999999993,0.007881309523809523,200,85,119,1112,569,6,7.1,132204,7633868,88,selfish,0.4229568538429628,0.8766829270547112
112106,0.405,1.7901234567901234,0.63,2.0,0.37485714285714294,0.006411096681096681,200,81,126,1122,297,4,7.1,510042,7802290,6,selfish,0.4911132375299709,0.252577974178488
111955,0.26,1.6923076923076923,0.485,2.020618556701031,0.2075128066378066,0.0047970302818096935,200,52,97,1120,569,6,125.0,132204,7633868,55,selfish,0.3277016708096898,0.5663965080474668
111760,0.215,1.8837209302325582,0.355,2.0,0.16274500499500497,0.004395523920523919,200,43,71,1118,569,6,61.0,132204,7633868,60,selfish,0.2892063661005389,0.2123889347471068
112214,0.325,1.8153846153846154,0.57,2.0,0.3161130952380953,0.005932361111111105,200,65,114,1123,297,4,10.2,510042,7802290,14,selfish,0.4312459512484686,0.5424263205795637
112469,0.185,1.7297297297297298,0.265,2.0,0.11737763625263624,0.003898239304555093,200,37,53,1125,297,4,20.9,510042,7802290,69,selfish,0.2070972729458678,0.2979198700199214
112839,0.405,1.7654320987654322,0.685,2.0072992700729926,0.3738769841269841,0.005225238095238092,200,81,137,1129,297,4,87.4,510042,7802290,39,selfish,0.4790241755215713,0.6177321915239017
112601,0.26,1.75,0.485,2.0,0.2337559523809524,0.004755572344322347,200,52,97,1127,297,4,42.7,510042,7802290,1,selfish,0.3857676334163057,0.2047082508361712
113040,0.2,1.75,0.335,2.0,0.1487896825396825,0.005375731074481072,200,40,67,1131,236,3,5.0,233308,2755253,40,selfish,0.2501126952506121,0.6454895199876196
113502,0.285,1.8771929824561404,0.42,2.0,0.21221049783549786,0.004778968808968807,200,57,84,1136,236,3,29.9,233308,2755253,2,selfish,0.2959114945914544,0.9228509849216918
113702,0.29,2.0517241379310347,0.455,2.0,0.2230180375180375,0.004457225829725829,200,58,91,1138,236,3,61.0,233308,2755253,2,selfish,0.2959114945914544,0.9228509849216918
113637,0.405,1.7407407407407407,0.66,2.0,0.376,0.0060785515873015864,200,81,132,1137,236,3,42.7,233308,2755253,37,selfish,0.469568977189866,0.9743873423433428
113984,0.35,1.9,0.595,2.008403361344538,0.31997329059829055,0.005412970085470084,200,70,119,1140,236,3,125.0,233308,2755253,84,selfish,0.4277086989642705,0.7484720574557526
114147,0.275,2.1272727272727274,0.55,2.0,0.25746374458874455,0.005590836940836941,200,55,110,1142,693,6,7.1,313310,3455741,47,selfish,0.4071129309119736,0.103198652756049
114762,0.235,1.9574468085106382,0.45,2.0,0.20588095238095236,0.004720195360195361,200,47,90,1148,693,6,61.0,313310,3455741,62,selfish,0.3350709844137344,0.6247506884808997
114268,0.295,1.9322033898305084,0.49,2.0,0.26977777777777784,0.005151807359307358,200,59,98,1143,693,6,10.2,313310,3455741,68,selfish,0.3706046305857265,0.4761663270697934
114488,0.31,1.8387096774193548,0.56,2.0089285714285716,0.2801607142857144,0.005386130952380951,200,62,112,1145,693,6,20.9,313310,3455741,88,selfish,0.4229568538429628,0.8766829270547112
115179,0.355,1.5352112676056338,0.65,2.0,0.3168630952380954,0.005627539682539681,200,71,130,1152,669,2,7.1,923356,530268,79,selfish,0.3642632456563252,0.6890479996878222
115317,0.415,1.6506024096385543,0.66,2.015151515151515,0.35469642857142863,0.005774047619047616,200,83,132,1154,669,2,14.6,923356,530268,17,selfish,0.4372556438030128,0.9067257327686692
115577,0.29,1.7241379310344827,0.475,2.0105263157894737,0.1978183275058275,0.004252984420550209,200,58,95,1156,669,2,29.9,923356,530268,77,selfish,0.2375482709814891,0.0892183280233827
11532,0.415,1.9879518072289157,0.675,2.0074074074074075,0.3462380952380951,0.004710436507936508,200,83,135,116,642,5,29.9,1074544,2702765,32,selfish,0.4495856593533723,0.6338235473212548
116891,0.26,1.8846153846153846,0.485,2.0103092783505154,0.21432936507936506,0.0057147817460317454,200,52,97,1169,448,3,87.4,111694,7118183,91,selfish,0.3969614753991711,0.3291381696463736
116185,0.425,1.8705882352941177,0.645,2.0,0.3679345238095238,0.007990714285714275,200,85,129,1162,448,3,7.1,111694,7118183,85,selfish,0.4024582743628092,0.7244830604083918
116955,0.27,1.7222222222222223,0.415,2.0,0.2214704184704185,0.005219968087468088,200,54,83,1170,448,3,125.0,111694,7118183,55,selfish,0.3277016708096898,0.5663965080474668
117002,0.28,1.75,0.45,2.011111111111111,0.2050459956709957,0.004581237373737373,200,56,90,1171,267,3,5.0,727643,6078227,2,selfish,0.2959114945914544,0.9228509849216918
117360,0.27,1.7592592592592593,0.46,2.0,0.19353589466089463,0.004600395923520923,200,54,92,1174,267,3,14.6,727643,6078227,60,selfish,0.2892063661005389,0.2123889347471068
117550,0.245,1.836734693877551,0.44,2.0,0.19649999999999998,0.004837740453990453,200,49,88,1176,267,3,29.9,727643,6078227,50,selfish,0.3349244931377773,0.5073741801149648
117238,0.255,1.6666666666666667,0.43,2.0,0.22675595238095245,0.0054678625541125505,200,51,86,1173,267,3,10.2,727643,6078227,38,selfish,0.3509947337216052,0.8424701912520188
117496,0.41,1.8658536585365855,0.675,2.0074074074074075,0.3808650793650794,0.00524547619047619,200,82,135,1175,267,3,20.9,727643,6078227,96,selfish,0.4626922801013836,0.4528896718855326
117663,0.355,1.9014084507042253,0.68,2.0,0.3265218253968254,0.0054464880952380945,200,71,136,1177,267,3,42.7,727643,6078227,63,selfish,0.4714045721788255,0.7667985672256883
117814,0.31,1.8870967741935485,0.58,2.0,0.28846969696969693,0.005183134226884224,200,62,116,1179,267,3,87.4,727643,6078227,14,selfish,0.4312459512484686,0.5424263205795637
118772,0.25,1.92,0.455,2.0,0.18168055555555554,0.00462484126984127,200,50,91,1188,928,4,61.0,604298,3884319,72,selfish,0.3156406422303758,0.3774553900605352
119047,0.315,1.9841269841269842,0.56,2.0089285714285716,0.279609126984127,0.005447797619047616,200,63,112,1191,766,7,5.0,798663,7949417,47,selfish,0.4071129309119736,0.103198652756049
119178,0.295,2.0,0.48,2.0104166666666665,0.2376904761904762,0.005212222222222224,200,59,96,1192,766,7,7.1,798663,7949417,78,selfish,0.3815618301396259,0.7050527606912402
119232,0.425,2.0470588235294116,0.64,2.0078125,0.3767862554112556,0.005157462121212121,200,85,128,1193,766,7,10.2,798663,7949417,32,selfish,0.4495856593533723,0.6338235473212548
119380,0.255,1.7647058823529411,0.375,2.0,0.18817352092352088,0.004752419733044733,200,51,75,1194,766,7,14.6,798663,7949417,80,selfish,0.2816906079992455,0.4111680330999803
119479,0.275,2.0,0.465,2.0,0.25369642857142854,0.0048476785714285705,200,55,93,1195,766,7,20.9,798663,7949417,79,selfish,0.3642632456563252,0.6890479996878222
120030,0.185,1.3513513513513513,0.325,2.0153846153846153,0.11111165223665222,0.006126587301587302,200,37,65,1201,86,2,5.0,300907,2913285,30,selfish,0.2039812783100412,0.857228363045134
120256,0.45,1.6222222222222222,0.755,2.013245033112583,0.39909523809523817,0.006568690476190472,200,90,151,1203,86,2,10.2,300907,2913285,56,selfish,0.4768512858671266,0.1447302436856452
119696,0.385,1.8571428571428572,0.63,2.007936507936508,0.36427976190476186,0.005332658730158729,200,77,126,1197,766,7,42.7,798663,7949417,96,selfish,0.4626922801013836,0.4528896718855326
119513,0.185,1.7297297297297298,0.26,2.0,0.12714212614870507,0.003983538727354518,200,37,52,1196,766,7,29.9,798663,7949417,13,selfish,0.2238256630629619,0.7912632295125752
120332,0.395,1.6708860759493671,0.71,2.007042253521127,0.36523214285714284,0.006421249999999998,200,79,142,1204,86,2,14.6,300907,2913285,32,selfish,0.4495856593533723,0.6338235473212548
120789,0.295,1.4406779661016949,0.45,2.0,0.19108364704610836,0.004333473873907311,200,59,90,1208,86,2,61.0,300907,2913285,89,selfish,0.2129379249701362,0.6944582199785999
120604,0.325,1.4307692307692308,0.5,2.0,0.24444047619047615,0.005045367063492063,200,65,100,1207,86,2,42.7,300907,2913285,4,selfish,0.2627648343443758,0.7190241322679278
120467,0.315,1.6031746031746033,0.62,2.0080645161290325,0.2928928571428571,0.005934424603174603,200,63,124,1205,86,2,20.9,300907,2913285,67,selfish,0.3604525200861999,0.8954386061007626
120815,0.33,1.621212121212121,0.55,2.0,0.2259092248331379,0.004452037937907504,200,66,110,1209,86,2,87.4,300907,2913285,15,selfish,0.28091147618982,0.9551352008768642
120936,0.33,1.7727272727272727,0.635,2.0078740157480315,0.2956791125541126,0.0051209992784992785,200,66,127,1210,86,2,125.0,300907,2913285,36,selfish,0.3461077870164497,0.600169191961039
121977,0.255,1.5098039215686274,0.345,2.0,0.16735590104340103,0.004228974585356164,200,51,69,1220,338,3,125.0,742603,5594567,77,selfish,0.2375482709814891,0.0892183280233827
119858,0.25,2.24,0.48,2.0,0.20497673160173158,0.004192256811815637,200,50,96,1199,766,7,87.4,798663,7949417,58,selfish,0.3409275648695138,0.932574439505853
122256,0.38,1.9078947368421053,0.655,2.015267175572519,0.33234722222222224,0.00563704365079365,200,76,131,1223,956,3,10.2,1118010,1467651,56,selfish,0.4768512858671266,0.1447302436856452
122351,0.2,1.875,0.29,2.0172413793103448,0.13521433550110015,0.003642418431596816,200,40,58,1224,956,3,14.6,1118010,1467651,51,selfish,0.2182850515748211,0.1730815279492411
122584,0.345,1.8405797101449275,0.62,2.0,0.3092261904761905,0.005395277777777778,200,69,124,1226,956,3,29.9,1118010,1467651,84,selfish,0.4277086989642705,0.7484720574557526
122669,0.125,1.64,0.21,2.0,0.07575135281385281,0.003545591465995876,200,25,42,1227,956,3,42.7,1118010,1467651,69,selfish,0.2070972729458678,0.2979198700199214
122749,0.255,1.607843137254902,0.42,2.0,0.19937896825396828,0.0045990690763484865,200,51,84,1228,956,3,61.0,1118010,1467651,49,selfish,0.3008118292997498,0.7565167136190543
123673,0.175,1.7428571428571429,0.29,2.0172413793103448,0.14377795815295813,0.004691825368259193,200,35,58,1237,759,4,42.7,288973,5169495,73,selfish,0.2631399047202775,0.494072025933513
124095,0.345,1.9420289855072463,0.55,2.018181818181818,0.28854166666666664,0.005258858543417367,200,69,110,1241,544,6,5.0,732235,1872344,95,selfish,0.3751229337419657,0.1974510188067169
124238,0.26,1.9230769230769231,0.465,2.0,0.23004779942279943,0.004653528693528694,200,52,93,1243,544,6,10.2,732235,1872344,38,selfish,0.3509947337216052,0.8424701912520188
124521,0.21,1.7619047619047619,0.31,2.0161290322580645,0.13603392337796363,0.003983169418300998,200,42,62,1246,544,6,29.9,732235,1872344,21,selfish,0.2397567210258474,0.5887702959721403
12451,0.17,1.7647058823529411,0.26,2.0,0.10759325396825398,0.004104344487212133,200,34,52,125,621,7,20.9,424702,2860996,51,selfish,0.2182850515748211,0.1730815279492411
124669,0.155,1.7741935483870968,0.255,2.0,0.1008174603174603,0.0037923560597898833,200,31,51,1247,544,6,42.7,732235,1872344,69,selfish,0.2070972729458678,0.2979198700199214
124868,0.285,1.9473684210526316,0.495,2.01010101010101,0.2373814935064935,0.004961428571428572,200,57,99,1249,544,6,87.4,732235,1872344,68,selfish,0.3706046305857265,0.4761663270697934
125299,0.295,1.8305084745762712,0.43,2.0,0.20120417521075415,0.004558204018204018,200,59,86,1253,716,4,10.2,1135398,5288526,99,selfish,0.3227365905845993,0.0746241892293311
125515,0.24,1.8333333333333333,0.365,2.0,0.17422095959595957,0.004296641275391272,200,48,73,1256,716,4,29.9,1135398,5288526,15,selfish,0.28091147618982,0.9551352008768642
125617,0.3,1.9,0.575,2.0,0.25658333333333333,0.005298234126984125,200,60,115,1257,716,4,42.7,1135398,5288526,17,selfish,0.4372556438030128,0.9067257327686692
125861,0.26,1.9230769230769231,0.355,2.0,0.20899107142857143,0.004768712676212674,200,52,71,1259,716,4,87.4,1135398,5288526,61,selfish,0.3070497535774244,0.9179940122389904
125963,0.425,1.9176470588235295,0.69,2.0,0.3867440476190476,0.005514503968253964,200,85,138,1260,716,4,125.0,1135398,5288526,63,selfish,0.4714045721788255,0.7667985672256883
126071,0.29,1.7413793103448276,0.44,2.0,0.21911507936507937,0.005044642857142858,200,58,88,1261,671,6,5.0,267508,2498978,71,selfish,0.3239323376009491,0.868936778850477
12612,0.325,2.076923076923077,0.49,2.0,0.27172059884559885,0.005373160173160171,200,65,98,127,621,7,42.7,424702,2860996,12,selfish,0.3985108847427614,0.9637929216712549
127057,0.15,1.4666666666666666,0.235,2.021276595744681,0.0967303391053391,0.004725984709734712,200,30,47,1271,434,6,5.0,709298,6394202,57,selfish,0.2281547978409189,0.2464978385902064
128134,0.26,2.230769230769231,0.565,2.0265486725663715,0.27229761904761907,0.004495541125541127,200,52,113,1282,32,6,7.1,586809,1200154,34,selfish,0.4113840234518945,0.152863497296565
126363,0.455,2.010989010989011,0.695,2.0,0.39387500000000003,0.005575654761904759,200,91,139,1264,671,6,14.6,267508,2498978,63,selfish,0.4714045721788255,0.7667985672256883
128245,0.19,1.8421052631578947,0.37,2.0135135135135136,0.14739321789321788,0.0038280472999222986,200,38,74,1283,32,6,10.2,586809,1200154,45,selfish,0.2747520561924723,0.7307587255425585
128567,0.32,2.0,0.555,2.027027027027027,0.2913551587301588,0.005235541125541126,200,64,111,1286,32,6,29.9,586809,1200154,67,selfish,0.3604525200861999,0.8954386061007626
128825,0.38,1.8026315789473684,0.605,2.0,0.33269246031746036,0.005359107142857144,200,76,121,1289,32,6,87.4,586809,1200154,25,selfish,0.454095890072901,0.6742162468199493
127236,0.31,1.8548387096774193,0.49,2.0,0.2625312319259688,0.004716279320095108,200,62,98,1273,434,6,10.2,709298,6394202,36,selfish,0.3461077870164497,0.600169191961039
128925,0.425,2.1411764705882352,0.655,2.0076335877862594,0.3754199134199135,0.005103883477633479,200,85,131,1290,32,6,125.0,586809,1200154,25,selfish,0.454095890072901,0.6742162468199493
129147,0.33,1.8636363636363635,0.515,2.0097087378640777,0.30551190476190476,0.005523250915750914,200,66,103,1292,73,8,7.1,1137670,5324555,47,selfish,0.4071129309119736,0.103198652756049
127440,0.195,1.7179487179487178,0.3,2.0,0.13713097033685268,0.0044708369612413736,200,39,60,1275,434,6,20.9,709298,6394202,40,selfish,0.2501126952506121,0.6454895199876196
129466,0.375,1.76,0.62,2.0,0.33488827838827845,0.005337500000000003,200,75,124,1295,73,8,20.9,1137670,5324555,66,selfish,0.4409284566649496,0.3941260031346912
129349,0.33,1.803030303030303,0.445,2.0,0.2341045482295482,0.004720429565274765,200,66,89,1294,73,8,14.6,1137670,5324555,49,selfish,0.3008118292997498,0.7565167136190543
129821,0.245,2.020408163265306,0.35,2.0,0.16552529415029416,0.003612120836679657,200,49,70,1299,73,8,87.4,1137670,5324555,21,selfish,0.2397567210258474,0.5887702959721403
129598,0.205,1.7073170731707317,0.325,2.0,0.13171558017146254,0.0038194217740463877,200,41,65,1296,73,8,29.9,1137670,5324555,98,selfish,0.21729239263723,0.8840829656528192
129997,0.395,1.860759493670886,0.7,2.0,0.3561726190476191,0.005361488095238096,200,79,140,1300,73,8,125.0,1137670,5324555,97,selfish,0.4855618445578609,0.1689982716058866
12839,0.425,2.0,0.695,2.0,0.4019415584415585,0.005639583333333336,200,85,139,129,621,7,87.4,424702,2860996,39,selfish,0.4790241755215713,0.6177321915239017
12951,0.19,1.7105263157894737,0.315,2.0,0.12421443298416984,0.0034392785406601196,200,38,63,130,621,7,125.0,424702,2860996,51,selfish,0.2182850515748211,0.1730815279492411
130658,0.295,1.9491525423728813,0.48,2.0,0.25505703038791283,0.004707719633307867,200,59,96,1307,979,6,42.7,304275,4165351,58,selfish,0.3409275648695138,0.932574439505853
130526,0.205,1.6341463414634145,0.335,2.0,0.1438745490620491,0.004446389790764789,200,41,67,1306,979,6,29.9,304275,4165351,26,selfish,0.2702561230694959,0.837478784452857
130772,0.31,1.8225806451612903,0.45,2.0,0.230109126984127,0.005071199494949494,200,62,90,1308,979,6,61.0,304275,4165351,72,selfish,0.3156406422303758,0.3774553900605352
13111,0.345,1.9275362318840579,0.52,2.0,0.2763571428571428,0.006163095238095232,200,69,104,132,582,3,7.1,208567,3850795,11,selfish,0.3777435584279705,0.3053722478730439
130889,0.16,1.8125,0.255,2.0,0.0943810825898674,0.004203212407146234,200,32,51,1309,979,6,87.4,304275,4165351,89,selfish,0.2129379249701362,0.6944582199785999
132043,0.24,1.8541666666666667,0.495,2.0,0.20503174603174604,0.005148650793650791,200,48,99,1321,206,4,5.0,1093404,5572130,43,selfish,0.3733963553970497,0.8234180661786772
132135,0.425,1.6705882352941177,0.64,2.0,0.36935551948051953,0.005455221861471859,200,85,128,1322,206,4,7.1,1093404,5572130,35,selfish,0.444752781116749,0.3583252290098091
132216,0.35,2.0,0.565,2.0,0.3001630591630592,0.005190974025974026,200,70,113,1323,206,4,10.2,1093404,5572130,16,selfish,0.4208942434349683,0.0948525522924531
131078,0.31,1.9193548387096775,0.505,2.0,0.28113095238095237,0.005389848484848482,200,62,101,1311,935,6,5.0,987351,6964607,78,selfish,0.3815618301396259,0.7050527606912402
132329,0.26,1.7307692307692308,0.415,2.0120481927710845,0.17714339826839826,0.0045361711899211885,200,52,83,1324,206,4,14.6,1093404,5572130,29,selfish,0.2901917465581629,0.3137113417077046
132681,0.195,1.794871794871795,0.33,2.0,0.12777487789987788,0.0038306161199911175,200,39,66,1327,206,4,42.7,1093404,5572130,81,selfish,0.2269416996374781,0.4804242585572029
132875,0.195,1.9230769230769231,0.36,2.0,0.13134668940039781,0.0037353673131358556,200,39,72,1329,206,4,87.4,1093404,5572130,75,selfish,0.2525545317138812,0.4401811270174162
132736,0.28,1.8392857142857142,0.5,2.0,0.2613816738816739,0.004789965728715728,200,56,100,1328,206,4,61.0,1093404,5572130,36,selfish,0.3461077870164497,0.600169191961039
131228,0.395,1.8860759493670887,0.605,2.0082644628099175,0.35725,0.0055488528138528115,200,79,121,1313,935,6,10.2,987351,6964607,28,selfish,0.4304538627565802,0.2618674911675315
133218,0.215,1.6744186046511629,0.335,2.0,0.1457854755538579,0.003935598930223542,200,43,67,1333,851,6,10.2,1020414,460080,18,selfish,0.2312345941585266,0.3847746110331581
