strategy,row_index,config_id,validator_count,node_degree,bandwidth,attacker_hash_power,note
selfish,240308,240309,771,5,14.6,0.2331676534838964,vcD8/deg5/bw14.6/hpQ1
selfish,106393,106394,869,3,14.6,0.2857700497959219,vcD9/deg3/bw14.6/hpQ2
selfish,75612,75613,755,6,42.7,0.2238256630629619,vcD8/deg6/bw42.7/hpQ1
selfish,205460,205461,436,8,20.9,0.3070497535774244,vcD5/deg8/bw20.9/hpQ2
selfish,26148,26149,469,5,7.1,0.3008118292997498,vcD5/deg5/bw7.1/hpQ2
selfish,58810,58811,555,2,87.4,0.3777435584279705,vcD6/deg2/bw87.4/hpQ3
selfish,153381,153382,518,7,14.6,0.3128186843462212,vcD6/deg7/bw14.6/hpQ2
selfish,226708,226709,257,3,61.0,0.2331676534838964,vcD3/deg3/bw61.0/hpQ1
selfish,105327,105328,423,3,14.6,0.4304538627565802,vcD5/deg3/bw14.6/hpQ4
selfish,155139,155140,985,8,7.1,0.2501126952506121,vcD10/deg8/bw7.1/hpQ1
selfish,3961,3962,842,2,125.0,0.3350709844137344,vcD9/deg2/bw125.0/hpQ3
selfish,77442,77443,285,7,20.9,0.3733963553970497,vcD3/deg7/bw20.9/hpQ3
selfish,59943,59944,203,3,125.0,0.3297294244236074,vcD2/deg3/bw125.0/hpQ3
selfish,21512,21513,213,6,29.9,0.2238256630629619,vcD2/deg6/bw29.9/hpQ1
selfish,85435,85436,945,7,20.9,0.3461077870164497,vcD10/deg7/bw20.9/hpQ3
selfish,131227,131228,935,6,10.2,0.4304538627565802,vcD10/deg6/bw10.2/hpQ4
selfish,113701,113702,236,3,61.0,0.2959114945914544,vcD3/deg3/bw61.0/hpQ2
selfish,92208,92209,162,6,10.2,0.2331676534838964,vcD2/deg6/bw10.2/hpQ1
selfish,200058,200059,697,7,5.0,0.2977847312437251,vcD7/deg7/bw5.0/hpQ2
selfish,246335,246336,281,4,14.6,0.3461077870164497,vcD3/deg4/bw14.6/hpQ3
selfish,29742,29743,931,7,61.0,0.3733963553970497,vcD10/deg7/bw61.0/hpQ3
selfish,5733,5734,29,8,61.0,0.4113840234518945,vcD1/deg8/bw61.0/hpQ4
selfish,104081,104082,900,6,5.0,0.3128186843462212,vcD9/deg6/bw5.0/hpQ2
selfish,167,168,195,2,7.1,0.3706046305857265,vcD2/deg2/bw7.1/hpQ3
selfish,130888,130889,979,6,87.4,0.2129379249701362,vcD10/deg6/bw87.4/hpQ1
selfish,58760,58761,555,2,61.0,0.3070497535774244,vcD6/deg2/bw61.0/hpQ2
selfish,52001,52002,404,8,5.0,0.2959114945914544,vcD4/deg8/bw5.0/hpQ2
selfish,54761,54762,749,5,61.0,0.3350709844137344,vcD8/deg5/bw61.0/hpQ3
selfish,176398,176399,231,5,14.6,0.3227365905845993,vcD3/deg5/bw14.6/hpQ3
selfish,142592,142593,883,5,29.9,0.2779592827386458,vcD9/deg5/bw29.9/hpQ2
selfish,140765,140766,821,5,61.0,0.4409284566649496,vcD9/deg5/bw61.0/hpQ5
selfish,137946,137947,158,5,125.0,0.4071129309119736,vcD2/deg5/bw125.0/hpQ4
selfish,243459,243460,485,6,20.9,0.2892063661005389,vcD5/deg6/bw20.9/hpQ2
selfish,31208,31209,704,3,10.2,0.2331676534838964,vcD7/deg3/bw10.2/hpQ1
selfish,238981,238982,629,6,125.0,0.3128186843462212,vcD7/deg6/bw125.0/hpQ2
selfish,40865,40866,50,3,87.4,0.4409284566649496,vcD1/deg3/bw87.4/hpQ5
selfish,234514,234515,138,8,29.9,0.28091147618982,vcD2/deg8/bw29.9/hpQ2
selfish,115178,115179,669,2,7.1,0.3642632456563252,vcD7/deg2/bw7.1/hpQ3
selfish,89170,89171,396,7,7.1,0.3239323376009491,vcD4/deg7/bw7.1/hpQ3
selfish,190578,190579,187,2,29.9,0.3642632456563252,vcD2/deg2/bw29.9/hpQ3
selfish,167611,167612,75,4,42.7,0.3985108847427614,vcD1/deg4/bw42.7/hpQ4
selfish,45870,45871,892,5,87.4,0.3239323376009491,vcD9/deg5/bw87.4/hpQ3
selfish,243834,243835,485,6,87.4,0.444752781116749,vcD5/deg6/bw87.4/hpQ5
selfish,211704,211705,664,5,61.0,0.4995762557070848,vcD7/deg5/bw61.0/hpQ5
selfish,5252,5253,29,8,10.2,0.366882515038515,vcD1/deg8/bw10.2/hpQ3
selfish,56771,56772,323,8,61.0,0.3156406422303758,vcD4/deg8/bw61.0/hpQ2
selfish,85317,85318,945,7,14.6,0.2312345941585266,vcD10/deg7/bw14.6/hpQ1
selfish,175942,175943,970,6,125.0,0.3733963553970497,vcD10/deg6/bw125.0/hpQ3
selfish,213756,213757,81,6,61.0,0.2281547978409189,vcD1/deg6/bw61.0/hpQ1
selfish,242484,242485,387,4,20.9,0.4024582743628092,vcD4/deg4/bw20.9/hpQ4
selfish,6253,6254,645,7,10.2,0.3585232711576509,vcD7/deg7/bw10.2/hpQ3
selfish,50232,50233,636,4,10.2,0.2594311744995365,vcD7/deg4/bw10.2/hpQ1
selfish,220977,220978,785,3,125.0,0.3815618301396259,vcD8/deg3/bw125.0/hpQ4
selfish,113983,113984,236,3,125.0,0.4277086989642705,vcD3/deg3/bw125.0/hpQ4
selfish,162635,162636,168,7,42.7,0.3461077870164497,vcD2/deg7/bw42.7/hpQ3
selfish,206115,206116,790,7,7.1,0.4208942434349683,vcD8/deg7/bw7.1/hpQ4
selfish,48100,48101,41,7,7.1,0.3857676334163057,vcD1/deg7/bw7.1/hpQ4
selfish,45134,45135,892,5,7.1,0.444752781116749,vcD9/deg5/bw7.1/hpQ5
selfish,25721,25722,133,3,61.0,0.24260325729568,vcD2/deg3/bw61.0/hpQ1
selfish,94429,94430,440,4,20.9,0.2039812783100412,vcD5/deg4/bw20.9/hpQ1
selfish,47275,47276,277,5,10.2,0.3027820674966874,vcD3/deg5/bw10.2/hpQ2
selfish,201074,201075,418,6,5.0,0.2525545317138812,vcD5/deg6/bw5.0/hpQ1
selfish,34233,34234,816,3,10.2,0.4113840234518945,vcD9/deg3/bw10.2/hpQ4
selfish,1407,1408,57,6,20.9,0.3927810904963459,vcD1/deg6/bw20.9/hpQ4
selfish,89059,89060,396,7,5.0,0.2892063661005389,vcD4/deg7/bw5.0/hpQ2
selfish,13865,13866,582,3,87.4,0.4409284566649496,vcD6/deg3/bw87.4/hpQ5
selfish,215555,215556,332,6,29.9,0.4768512858671266,vcD4/deg6/bw29.9/hpQ5
selfish,198635,198636,682,2,42.7,0.3461077870164497,vcD7/deg2/bw42.7/hpQ3
selfish,31625,31626,704,3,42.7,0.2702561230694959,vcD7/deg3/bw42.7/hpQ2
selfish,157439,157440,920,3,20.9,0.2501126952506121,vcD10/deg3/bw20.9/hpQ1
selfish,43334,43335,392,6,14.6,0.444752781116749,vcD4/deg6/bw14.6/hpQ5
selfish,58085,58086,555,2,5.0,0.4461023732799478,vcD6/deg2/bw5.0/hpQ5
selfish,23545,23546,800,5,29.9,0.4184444837622084,vcD8/deg5/bw29.9/hpQ4
selfish,44547,44548,225,6,29.9,0.2114807290736435,vcD3/deg6/bw29.9/hpQ1
selfish,7680,7681,564,3,42.7,0.2269416996374781,vcD6/deg3/bw42.7/hpQ1
selfish,147004,147005,846,5,5.0,0.4995762557070848,vcD9/deg5/bw5.0/hpQ5
selfish,204227,204228,632,3,10.2,0.4304538627565802,vcD7/deg3/bw10.2/hpQ4
selfish,195418,195419,580,6,20.9,0.4954733651280948,vcD6/deg6/bw20.9/hpQ5
selfish,7444,7445,564,3,20.9,0.2747520561924723,vcD6/deg3/bw20.9/hpQ2
selfish,90620,90621,144,5,42.7,0.2397567210258474,vcD2/deg5/bw42.7/hpQ1
selfish,136280,136281,344,2,10.2,0.2269416996374781,vcD4/deg2/bw10.2/hpQ1
selfish,56999,57000,323,8,125.0,0.4158727914731683,vcD4/deg8/bw125.0/hpQ4
selfish,23948,23949,800,5,125.0,0.3008118292997498,vcD8/deg5/bw125.0/hpQ2
selfish,122748,122749,956,3,61.0,0.3008118292997498,vcD10/deg3/bw61.0/hpQ2
selfish,170892,170893,780,3,87.4,0.2779592827386458,vcD8/deg3/bw87.4/hpQ2
selfish,145241,145242,315,7,10.2,0.2544637386172081,vcD4/deg7/bw10.2/hpQ1
selfish,195653,195654,580,6,42.7,0.3585232711576509,vcD6/deg6/bw42.7/hpQ3
selfish,108043,108044,776,4,5.0,0.3297294244236074,vcD8/deg4/bw5.0/hpQ3
selfish,88492,88493,301,8,20.9,0.2779592827386458,vcD3/deg8/bw20.9/hpQ2
selfish,76155,76156,381,6,7.1,0.4768512858671266,vcD4/deg6/bw7.1/hpQ5
selfish,50504,50505,636,4,29.9,0.4995762557070848,vcD7/deg4/bw29.9/hpQ5
selfish,67983,67984,655,4,125.0,0.4277086989642705,vcD7/deg4/bw125.0/hpQ4
selfish,71330,71331,353,7,14.6,0.2689147210983604,vcD4/deg7/bw14.6/hpQ2
selfish,43879,43880,392,6,87.4,0.2816906079992455,vcD4/deg6/bw87.4/hpQ2
selfish,29188,29189,931,7,7.1,0.2129379249701362,vcD10/deg7/bw7.1/hpQ1
selfish,18755,18756,871,3,61.0,0.4768512858671266,vcD9/deg3/bw61.0/hpQ5
selfish,221723,221724,310,5,61.0,0.4574864654719545,vcD3/deg5/bw61.0/hpQ5
selfish,112213,112214,297,4,10.2,0.4312459512484686,vcD3/deg4/bw10.2/hpQ4
selfish,57786,57787,183,4,61.0,0.3108669576156866,vcD2/deg4/bw61.0/hpQ2
selfish,108339,108340,776,4,14.6,0.2501126952506121,vcD8/deg4/bw14.6/hpQ1
selfish,19303,19304,136,4,14.6,0.2627648343443758,vcD2/deg4/bw14.6/hpQ2
selfish,44878,44879,225,6,87.4,0.3642632456563252,vcD3/deg6/bw87.4/hpQ3
selfish,18615,18616,871,3,42.7,0.4208942434349683,vcD9/deg3/bw42.7/hpQ4
selfish,150379,150380,372,4,14.6,0.2816906079992455,vcD4/deg4/bw14.6/hpQ2
selfish,235808,235809,812,2,87.4,0.2331676534838964,vcD9/deg2/bw87.4/hpQ1
selfish,74543,74544,351,4,29.9,0.3297294244236074,vcD4/deg4/bw29.9/hpQ3
selfish,221252,221253,310,5,10.2,0.366882515038515,vcD3/deg5/bw10.2/hpQ3
selfish,158162,158163,875,3,7.1,0.4714045721788255,vcD9/deg3/bw7.1/hpQ5
selfish,90144,90145,144,5,7.1,0.2747520561924723,vcD2/deg5/bw7.1/hpQ2
selfish,18218,18219,871,3,10.2,0.4954733651280948,vcD9/deg3/bw10.2/hpQ5
selfish,144255,144256,723,2,10.2,0.4768512858671266,vcD8/deg2/bw10.2/hpQ5
selfish,199482,199483,358,3,20.9,0.2028601193675408,vcD4/deg3/bw20.9/hpQ1
selfish,26866,26867,469,5,87.4,0.3604525200861999,vcD5/deg5/bw87.4/hpQ3
selfish,206953,206954,790,7,125.0,0.3585232711576509,vcD8/deg7/bw125.0/hpQ3
selfish,13110,13111,582,3,7.1,0.3777435584279705,vcD6/deg3/bw7.1/hpQ3
selfish,242689,242690,387,4,42.7,0.3196298037016608,vcD4/deg4/bw42.7/hpQ2
selfish,61593,61594,539,4,29.9,0.2857700497959219,vcD6/deg4/bw29.9/hpQ2
selfish,145394,145395,315,7,14.6,0.3751229337419657,vcD4/deg7/bw14.6/hpQ3
selfish,237040,237041,523,3,5.0,0.3883150820571905,vcD6/deg3/bw5.0/hpQ4
selfish,92709,92710,162,6,61.0,0.4737946714611262,vcD2/deg6/bw61.0/hpQ5
selfish,177649,177650,147,5,42.7,0.3349244931377773,vcD2/deg5/bw42.7/hpQ3
selfish,73828,73829,898,7,87.4,0.2901917465581629,vcD9/deg7/bw87.4/hpQ2
selfish,141878,141879,110,4,87.4,0.3642632456563252,vcD1/deg4/bw87.4/hpQ3
selfish,84438,84439,948,6,20.9,0.4790241755215713,vcD10/deg6/bw20.9/hpQ5
selfish,69783,69784,463,4,61.0,0.4277086989642705,vcD5/deg4/bw61.0/hpQ4
selfish,141467,141468,110,4,20.9,0.3706046305857265,vcD1/deg4/bw20.9/hpQ3
selfish,219730,219731,496,3,61.0,0.2689147210983604,vcD5/deg3/bw61.0/hpQ2
selfish,245141,245142,288,8,7.1,0.2544637386172081,vcD3/deg8/bw7.1/hpQ1
selfish,32961,32962,726,7,125.0,0.3350709844137344,vcD8/deg7/bw125.0/hpQ3
selfish,97912,97913,530,8,125.0,0.2238256630629619,vcD6/deg8/bw125.0/hpQ1
selfish,46130,46131,677,6,7.1,0.2689147210983604,vcD7/deg6/bw7.1/hpQ2
selfish,45223,45224,892,5,10.2,0.4574864654719545,vcD9/deg5/bw10.2/hpQ5
selfish,120029,120030,86,2,5.0,0.2039812783100412,vcD1/deg2/bw5.0/hpQ1
selfish,79943,79944,528,8,125.0,0.3297294244236074,vcD6/deg8/bw125.0/hpQ3
selfish,172023,172024,54,7,5.0,0.4574864654719545,vcD1/deg7/bw5.0/hpQ5
selfish,107568,107569,914,7,29.9,0.2070972729458678,vcD10/deg7/bw29.9/hpQ1
selfish,143181,143182,658,3,7.1,0.3128186843462212,vcD7/deg3/bw7.1/hpQ2
selfish,185517,185518,411,7,29.9,0.2312345941585266,vcD4/deg7/bw29.9/hpQ1
selfish,6796,6797,645,7,61.0,0.4855618445578609,vcD7/deg7/bw61.0/hpQ5
selfish,206355,206356,790,7,14.6,0.4768512858671266,vcD8/deg7/bw14.6/hpQ5
selfish,34599,34600,816,3,29.9,0.4158727914731683,vcD9/deg3/bw29.9/hpQ4
selfish,142839,142840,883,5,87.4,0.2501126952506121,vcD9/deg5/bw87.4/hpQ1
selfish,151006,151007,346,7,5.0,0.4657787213448116,vcD4/deg7/bw5.0/hpQ5
selfish,44655,44656,225,6,42.7,0.4768512858671266,vcD3/deg6/bw42.7/hpQ5
selfish,77640,77641,285,7,42.7,0.3883150820571905,vcD3/deg7/bw42.7/hpQ4
selfish,169409,169410,310,3,20.9,0.4737946714611262,vcD3/deg3/bw20.9/hpQ5
selfish,132042,132043,206,4,5.0,0.3733963553970497,vcD2/deg4/bw5.0/hpQ3
selfish,218832,218833,37,7,87.4,0.2594311744995365,vcD1/deg7/bw87.4/hpQ1
selfish,231968,231969,101,4,125.0,0.2070972729458678,vcD1/deg4/bw125.0/hpQ1
selfish,24793,24794,957,2,61.0,0.2857700497959219,vcD10/deg2/bw61.0/hpQ2
selfish,241106,241107,605,5,7.1,0.4657787213448116,vcD6/deg5/bw7.1/hpQ5
selfish,75118,75119,755,6,7.1,0.4954733651280948,vcD8/deg6/bw7.1/hpQ5
selfish,185334,185335,411,7,14.6,0.444752781116749,vcD4/deg7/bw14.6/hpQ5
selfish,19810,19811,136,4,87.4,0.3777435584279705,vcD2/deg4/bw87.4/hpQ3
selfish,172930,172931,54,7,125.0,0.2689147210983604,vcD1/deg7/bw125.0/hpQ2
selfish,71173,71174,353,7,7.1,0.4831039344913304,vcD4/deg7/bw7.1/hpQ5
selfish,109460,109461,170,3,20.9,0.3070497535774244,vcD2/deg3/bw20.9/hpQ2
selfish,59341,59342,203,3,14.6,0.2544637386172081,vcD2/deg3/bw14.6/hpQ1
selfish,159648,159649,624,3,42.7,0.3008118292997498,vcD7/deg3/bw42.7/hpQ2
selfish,161579,161580,915,3,29.9,0.2816906079992455,vcD10/deg3/bw29.9/hpQ2
selfish,26769,26770,469,5,61.0,0.4344347691369841,vcD5/deg5/bw61.0/hpQ4
selfish,123672,123673,759,4,42.7,0.2631399047202775,vcD8/deg4/bw42.7/hpQ2
selfish,42150,42151,811,5,7.1,0.2182850515748211,vcD9/deg5/bw7.1/hpQ1
selfish,60884,60885,879,5,87.4,0.4024582743628092,vcD9/deg5/bw87.4/hpQ4
selfish,151452,151453,346,7,20.9,0.366882515038515,vcD4/deg7/bw20.9/hpQ3
selfish,58484,58485,555,2,20.9,0.4024582743628092,vcD6/deg2/bw20.9/hpQ4
selfish,171323,171324,254,3,14.6,0.4574864654719545,vcD3/deg3/bw14.6/hpQ5
selfish,39790,39791,219,5,61.0,0.3969614753991711,vcD3/deg5/bw61.0/hpQ4
selfish,94964,94965,440,4,125.0,0.3439678088500045,vcD5/deg4/bw125.0/hpQ3
selfish,226953,226954,257,3,125.0,0.3585232711576509,vcD3/deg3/bw125.0/hpQ3
selfish,167876,167877,75,4,87.4,0.2375482709814891,vcD1/deg4/bw87.4/hpQ1
selfish,168607,168608,548,5,42.7,0.3927810904963459,vcD6/deg5/bw42.7/hpQ4
selfish,3061,3062,842,2,5.0,0.3350709844137344,vcD9/deg2/bw5.0/hpQ3
selfish,61784,61785,539,4,61.0,0.4024582743628092,vcD6/deg4/bw61.0/hpQ4
selfish,43986,43987,392,6,125.0,0.3108669576156866,vcD4/deg6/bw125.0/hpQ2
selfish,144675,144676,723,2,42.7,0.3027820674966874,vcD8/deg2/bw42.7/hpQ2
selfish,62259,62260,742,4,10.2,0.2892063661005389,vcD8/deg4/bw10.2/hpQ2
selfish,171893,171894,254,3,87.4,0.2857700497959219,vcD3/deg3/bw87.4/hpQ2
selfish,88604,88605,301,8,42.7,0.4995762557070848,vcD3/deg8/bw42.7/hpQ5
selfish,86122,86123,120,3,7.1,0.3494898166749496,vcD2/deg3/bw7.1/hpQ3
selfish,134973,134974,923,7,125.0,0.4831039344913304,vcD10/deg7/bw125.0/hpQ5
selfish,62727,62728,742,4,61.0,0.4304538627565802,vcD8/deg4/bw61.0/hpQ4
selfish,120603,120604,86,2,42.7,0.2627648343443758,vcD1/deg2/bw42.7/hpQ2
selfish,23107,23108,800,5,7.1,0.3927810904963459,vcD8/deg5/bw7.1/hpQ4
selfish,31892,31893,704,3,87.4,0.2779592827386458,vcD7/deg3/bw87.4/hpQ2
selfish,230529,230530,708,6,29.9,0.2039812783100412,vcD8/deg6/bw29.9/hpQ1
selfish,199276,199277,358,3,10.2,0.2375482709814891,vcD4/deg3/bw10.2/hpQ1
selfish,187687,187688,174,3,42.7,0.4229568538429628,vcD2/deg3/bw42.7/hpQ4
selfish,112105,112106,297,4,7.1,0.4911132375299709,vcD3/deg4/bw7.1/hpQ5
selfish,122255,122256,956,3,10.2,0.4768512858671266,vcD10/deg3/bw10.2/hpQ5
selfish,166141,166142,126,6,7.1,0.2544637386172081,vcD2/deg6/bw7.1/hpQ1
selfish,240088,240089,771,5,5.0,0.2129379249701362,vcD8/deg5/bw5.0/hpQ1
selfish,236750,236751,861,5,61.0,0.2182850515748211,vcD9/deg5/bw61.0/hpQ1
selfish,142987,142988,883,5,125.0,0.4229568538429628,vcD9/deg5/bw125.0/hpQ4
selfish,204030,204031,632,3,5.0,0.2689147210983604,vcD7/deg3/bw5.0/hpQ2
selfish,141002,141003,110,4,5.0,0.405342196225377,vcD1/deg4/bw5.0/hpQ4
selfish,149753,149754,408,6,61.0,0.3585232711576509,vcD4/deg6/bw61.0/hpQ3
selfish,8193,8194,365,3,7.1,0.2857700497959219,vcD4/deg3/bw7.1/hpQ2
selfish,221112,221113,310,5,7.1,0.2238256630629619,vcD3/deg5/bw7.1/hpQ1
selfish,193590,193591,178,4,29.9,0.3969614753991711,vcD2/deg4/bw29.9/hpQ4
selfish,136900,136901,344,2,125.0,0.3857676334163057,vcD4/deg2/bw125.0/hpQ4
selfish,56553,56554,323,8,29.9,0.3585232711576509,vcD4/deg8/bw29.9/hpQ3
selfish,244619,244620,414,4,42.7,0.2461140406262255,vcD5/deg4/bw42.7/hpQ1
selfish,197349,197350,482,5,14.6,0.3349244931377773,vcD5/deg5/bw14.6/hpQ3
selfish,144973,144974,723,2,125.0,0.4831039344913304,vcD8/deg2/bw125.0/hpQ5
selfish,122350,122351,956,3,14.6,0.2182850515748211,vcD10/deg3/bw14.6/hpQ1
selfish,92942,92943,162,6,125.0,0.3733963553970497,vcD2/deg6/bw125.0/hpQ3
selfish,104738,104739,900,6,61.0,0.4790241755215713,vcD9/deg6/bw61.0/hpQ5
selfish,54441,54442,749,5,20.9,0.2544637386172081,vcD8/deg5/bw20.9/hpQ1
selfish,94320,94321,440,4,14.6,0.2397567210258474,vcD5/deg4/bw14.6/hpQ1
selfish,40533,40534,50,3,29.9,0.4113840234518945,vcD1/deg3/bw29.9/hpQ4
selfish,239507,239508,96,4,29.9,0.3927810904963459,vcD1/deg4/bw29.9/hpQ4
selfish,247648,247649,445,4,42.7,0.3008118292997498,vcD5/deg4/bw42.7/hpQ2
selfish,198758,198759,682,2,61.0,0.2977847312437251,vcD7/deg2/bw61.0/hpQ2
selfish,224595,224596,62,2,29.9,0.4626922801013836,vcD1/deg2/bw29.9/hpQ5
selfish,60536,60537,879,5,29.9,0.469568977189866,vcD9/deg5/bw29.9/hpQ5
